date,oil_sentence_count,text,word_count,Stemd_text,Sentiments
1974-02-25,43,recall last october saw energy crisis developing result embargo matters dire predictions would problems home heating oil even fuel run factories,43,recal last octob saw energi crisi develop result embargo matter dire predict would problem home heat oil even fuel run factori,neutral
1974-02-25,43,recall last october saw energy crisis developing result embargo matters dire predictions would problems home heating oil even fuel run factories,43,recal last octob saw energi crisi develop result embargo matter dire predict would problem home heat oil even fuel run factori,neutral
1974-02-25,43,home fuel oil far concerned know furnished one suffered result,23,home fuel oil far concern know furnish one suffer result,positive
1974-02-25,43,home fuel oil far concerned know furnished one suffered result,23,home fuel oil far concern know furnish one suffer result,positive
1974-02-25,43,far plants concerned fuel required keep plants going,21,far plant concern fuel requir keep plant go,positive
1974-02-25,43,asked trouble getting gas,11,ask troubl get ga,neutral
1974-02-25,43,actually zero tank seen problem driven around miami area also washington areathe gas lines fact eastern states generally problem shortage gasoline course difficult many people going work going school,68,actual zero tank seen problem driven around miami area also washington areath ga line fact eastern state gener problem shortag gasolin cours difficult mani peopl go work go school,negative
1974-02-25,43,actually zero tank seen problem driven around miami area also washington areathe gas lines fact eastern states generally problem shortage gasoline course difficult many people going work going school,68,actual zero tank seen problem driven around miami area also washington areath ga line fact eastern state gener problem shortag gasolin cours difficult mani peopl go work go school,negative
1974-02-25,43,mr simon last week know direction allocated additional gasoline particular areas prepared take action future deal problem,33,mr simon last week know direct alloc addit gasolin particular area prepar take action futur deal problem,positive
1974-02-25,43,mr simon last week know direction allocated additional gasoline particular areas prepared take action future deal problem,33,mr simon last week know direct alloc addit gasolin particular area prepar take action futur deal problem,positive
1974-02-25,43,far entire situation concerned able report tonight result cooperation american people result energy conservation program within government believe confidently much better even chance need gas rationing united states,65,far entir situat concern abl report tonight result cooper american peopl result energi conserv program within govern believ confid much better even chanc need ga ration unit state,positive
1974-02-25,43,far entire situation concerned able report tonight result cooperation american people result energy conservation program within government believe confidently much better even chance need gas rationing united states,65,far entir situat concern abl report tonight result cooper american peopl result energi conserv program within govern believ confid much better even chanc need ga ration unit state,positive
1974-02-25,43,course would immediately popular would mean rollback would longer gas lines rollback prices would lead shortages would require without question rationing country,49,cours would immedi popular would mean rollback would longer ga line rollback price would lead shortag would requir without question ration countri,positive
1974-02-25,43,urge congress act responsibly measures presented congress deal problem price profits windfall profits measure submitted deal problem gas shortage overall getting supplies means deregulation natural gas competitive far price concerned amendment environmental actions use coal thereby take pressure demands gasoline fuels deepwater ports measures mentioned many occasions nation also members press,128,urg congress act respons measur present congress deal problem price profit windfal profit measur submit deal problem ga shortag overal get suppli mean deregul natur ga competit far price concern amend environment action use coal therebi take pressur demand gasolin fuel deepwat port measur mention mani occas nation also member press,negative
1974-02-25,43,urge congress act responsibly measures presented congress deal problem price profits windfall profits measure submitted deal problem gas shortage overall getting supplies means deregulation natural gas competitive far price concerned amendment environmental actions use coal thereby take pressure demands gasoline fuels deepwater ports measures mentioned many occasions nation also members press,128,urg congress act respons measur present congress deal problem price profit windfal profit measur submit deal problem ga shortag overal get suppli mean deregul natur ga competit far price concern amend environment action use coal therebi take pressur demand gasolin fuel deepwat port measur mention mani occas nation also member press,negative
1974-02-25,43,urge congress act responsibly measures presented congress deal problem price profits windfall profits measure submitted deal problem gas shortage overall getting supplies means deregulation natural gas competitive far price concerned amendment environmental actions use coal thereby take pressure demands gasoline fuels deepwater ports measures mentioned many occasions nation also members press,128,urg congress act respons measur present congress deal problem price profit windfal profit measur submit deal problem ga shortag overal get suppli mean deregul natur ga competit far price concern amend environment action use coal therebi take pressur demand gasolin fuel deepwat port measur mention mani occas nation also member press,negative
1974-02-25,43,goal becoming completely independent energy independent foreign source one achieve require continued cooperation american people sure get responsible action congress action directed simply toward distributing shortage making worse action increase supplies thereby get rid shortage,69,goal becom complet independ energi independ foreign sourc one achiev requir continu cooper american peopl sure get respons action congress action direct simpli toward distribut shortag make wors action increas suppli therebi get rid shortag,positive
1974-02-25,43,one field energy,7,one field energi,neutral
1974-02-25,43,way get source problem field energy increase supplies,19,way get sourc problem field energi increas suppli,neutral
1974-02-25,43,regard inflation point almost twothirds price increase increase prices last year high rate due energy also problem food,40,regard inflat point almost twothird price increas increas price last year high rate due energi also problem food,positive
1974-02-25,43,also going take effort part farmers effort part administration field energy rest get supplies answer higher prices simply controls,48,also go take effort part farmer effort part administr field energi rest get suppli answer higher price simpli control,positive
1974-02-25,43,mr president would like follow discussion energy situation,15,mr presid would like follow discuss energi situat,neutral
1974-02-25,43,said crisis ended problem still us think people problem waiting long time line gasoline another part price gasoline going,48,said crisi end problem still us think peopl problem wait long time line gasolin anoth part price gasolin go,negative
1974-02-25,43,said crisis ended problem still us think people problem waiting long time line gasoline another part price gasoline going,48,said crisi end problem still us think peopl problem wait long time line gasolin anoth part price gasolin go,negative
1974-02-25,43,tell american people lines gasoline may become shorter program see terms future price gasoline,33,tell american peopl line gasolin may becom shorter program see term futur price gasolin,neutral
1974-02-25,43,tell american people lines gasoline may become shorter program see terms future price gasoline,33,tell american peopl line gasolin may becom shorter program see term futur price gasolin,neutral
1974-02-25,43,president believe lines gasoline become shorter spring summer months,18,presid believ line gasolin becom shorter spring summer month,neutral
1974-02-25,43,president believe lines gasoline become shorter spring summer months,18,presid believ line gasolin becom shorter spring summer month,neutral
1974-02-25,43,far price gasoline concerned would less candid say price gasoline going go supplies gasoline come country also fuels come stream reduce pressure upward price gasoline,62,far price gasolin concern would less candid say price gasolin go go suppli gasolin come countri also fuel come stream reduc pressur upward price gasolin,positive
1974-02-25,43,far price gasoline concerned would less candid say price gasoline going go supplies gasoline come country also fuels come stream reduce pressure upward price gasoline,62,far price gasolin concern would less candid say price gasolin go go suppli gasolin come countri also fuel come stream reduc pressur upward price gasolin,positive
1974-02-25,43,far price gasoline concerned would less candid say price gasoline going go supplies gasoline come country also fuels come stream reduce pressure upward price gasoline,62,far price gasolin concern would less candid say price gasolin go go suppli gasolin come countri also fuel come stream reduc pressur upward price gasolin,positive
1974-02-25,43,obviously embargo lifted effect price gasoline,19,obvious embargo lift effect price gasolin,neutral
1974-02-25,43,obviously embargo lifted effect price gasoline,19,obvious embargo lift effect price gasolin,neutral
1974-02-25,43,president embargo question one know minds us one presently consideration know oilproducing countries,34,presid embargo question one know mind us one present consider know oilproduc countri,neutral
1974-02-25,43,could perhaps elaborate bit far oilproducing countries concerned believe interest lift embargo,29,could perhap elabor bit far oilproduc countri concern believ interest lift embargo,positive
1974-02-25,43,believe going make progress developing particular items essential towards movement toward permanent peace mideast oilproducing countries conclude move embargo front,44,believ go make progress develop particular item essenti toward movement toward perman peac mideast oilproduc countri conclud move embargo front,positive
1974-02-25,43,q mr president shah iran said interview united states getting much oil embargo mr simon federal energy office said statement irresponsible reckless,44,q mr presid shah iran said interview unit state get much oil embargo mr simon feder energi offic said statement irrespons reckless,positive
1974-02-25,43,getting much oil would shah say,13,get much oil would shah say,positive
1974-02-25,43,getting substantially less oilproducing countries mideast embargo,18,get substanti less oilproduc countri mideast embargo,negative
1974-02-25,43,good going dealing energy crisiswhat crisisas problem,19,good go deal energi crisiswhat crisisa problem,positive
1974-02-25,43,stand allow countrybecause energy crisis problems inflation frontstand allow recession occur,34,stand allow countrybecaus energi crisi problem inflat frontstand allow recess occur,neutral
2006-01-31,10,even face higher energy prices natural disasters american people turned economic performance envy world,27,even face higher energi price natur disast american peopl turn econom perform envi world,positive
2006-01-31,10,keeping america competitive requires affordable energy,6,keep america competit requir afford energi,neutral
2006-01-31,10,serious problem america addicted oil often imported unstable parts world,22,seriou problem america addict oil often import unstabl part world,neutral
2006-01-31,10,since 2001 spent nearly 10 billion develop cleaner cheaper reliable alternative energy sources,18,sinc 2001 spent nearli 10 billion develop cleaner cheaper reliabl altern energi sourc,negative
2006-01-31,10,tonight announce advanced energy initiativea 22percent increase cleanenergy researchat department energy push breakthroughs two vital areas,25,tonight announc advanc energi initiativea 22percent increas cleanenergi researchat depart energi push breakthrough two vital area,positive
2006-01-31,10,change power homes offices invest zeroemission coalfired plants revolutionary solar wind technologies clean safe nuclear energy,27,chang power home offic invest zeroemiss coalfir plant revolutionari solar wind technolog clean safe nuclear energi,positive
2006-01-31,10,breakthroughs new technologies help us reach another great goal replace 75 percent oil imports middle east 2025,30,breakthrough new technolog help us reach anoth great goal replac 75 percent oil import middl east 2025,positive
2006-01-31,10,applying talent technology america country dramatically improve environment move beyond petroleumbased economy make dependence middle eastern oil thing past,33,appli talent technolog america countri dramat improv environ move beyond petroleumbas economi make depend middl eastern oil thing past,negative
2006-01-31,10,applying talent technology america country dramatically improve environment move beyond petroleumbased economy make dependence middle eastern oil thing past,33,appli talent technolog america countri dramat improv environ move beyond petroleumbas economi make depend middl eastern oil thing past,negative
2006-01-31,10,funding support work americas creative minds explore promising areas nanotechnology supercomputing alternative energy sources,24,fund support work america creativ mind explor promis area nanotechnolog supercomput altern energi sourc,neutral
2017-02-28,1,cleared way construction keystone dakota access pipelines thereby creating tens thousands jobs issued new directive new american pipelines made american steel,40,clear way construct keyston dakota access pipelin therebi creat ten thousand job issu new direct new american pipelin made american steel,positive
1976-08-19,7,together years turmoil tragedy wars riots assassinations wrongdoing high places americans recaptured spirit 1776,23,togeth year turmoil tragedi war riot assassin wrongdo high place american recaptur spirit 1776,positive
1976-08-19,7,partys platform talks tax reform one big problemtheir congress act,19,parti platform talk tax reform one big problemtheir congress act,neutral
1976-08-19,7,called reasonable constitutional restrictions courtordered busing schoolchildren partys platform concedes busing last resort,24,call reason constitut restrict courtord buse schoolchildren parti platform conced buse last resort,neutral
1976-08-19,7,partys platform deplores americas 90 billion cost crime,11,parti platform deplor america 90 billion cost crime,neutral
1976-08-19,7,partys platform talks strong defense,9,parti platform talk strong defens,positive
1976-08-19,7,domestic turmoil stamina unity stand freedom,19,domest turmoil stamina uniti stand freedom,neutral
1976-08-19,7,continue strong leadership bring peace justice economic progress turmoil especially middle east,22,continu strong leadership bring peac justic econom progress turmoil especi middl east,positive
1981-11-18,1,twice lifetime young americans bled lives soil battlefields enrich enlarge domain restore peace independence friends allies,36,twice lifetim young american bled live soil battlefield enrich enlarg domain restor peac independ friend alli,positive
2020-06-13,4,depends people love country heart energy soul,16,depend peopl love countri heart energi soul,positive
2020-06-13,4,soil american patriots held vital fortress war independence,18,soil american patriot held vital fortress war independ,positive
2020-06-13,4,grace almighty god forces stand philippine soil called upon islands brave people rise join fight,28,grace almighti god forc stand philippin soil call upon island brave peopl rise join fight,positive
2020-06-13,4,every link great chain formed 100 pounds pure american iron mined american soil made american pride,25,everi link great chain form 100 pound pure american iron mine american soil made american pride,positive
1981-05-17,1,nancy greatly honored share day pleasure doubled also sharing platform longtime dear friend pat obrien,36,nanci greatli honor share day pleasur doubl also share platform longtim dear friend pat obrien,neutral
2001-01-20,1,america never united blood birth soil,11,america never unit blood birth soil,neutral
1992-10-11,6,said something day accused like joe mccarthy questioned put way think wrong demonstrate country organize demonstrations country foreign soil,44,said someth day accus like joe mccarthi question put way think wrong demonstr countri organ demonstr countri foreign soil,negative
1992-10-11,6,part plan reduce ballooning federal deficit suggested raise gasoline taxes 50 cents gallon 5 years,26,part plan reduc balloon feder deficit suggest rais gasolin tax 50 cent gallon 5 year,neutral
1992-10-11,6,part plan reduce ballooning federal deficit suggested raise gasoline taxes 50 cents gallon 5 years,26,part plan reduc balloon feder deficit suggest rais gasolin tax 50 cent gallon 5 year,neutral
1992-10-11,6,number three need help support russia republics every possible way become democratic capitalistic societies sit back let countries continue turmoil could go back worse things used,45,number three need help support russia republ everi possibl way becom democrat capitalist societi sit back let countri continu turmoil could go back wors thing use,neutral
1992-10-11,6,sit around blowing energy window racial strife hatred stuck sure loser melting pot,31,sit around blow energi window racial strife hatr stuck sure loser melt pot,positive
1992-10-11,6,proud democratic convention putting two hivpositive people platform proud leadership going bring country dealing aids crisis,40,proud democrat convent put two hivposit peopl platform proud leadership go bring countri deal aid crisi,positive
1990-07-26,1,take guided personally years course friends evan kemp justin dart platform coursei hope forgive also saying special word thanks two white house personal want offend omittedtwo white house boyden gray bill roper labored long hard,78,take guid person year cours friend evan kemp justin dart platform coursei hope forgiv also say special word thank two white hous person want offend omittedtwo white hous boyden gray bill roper labor long hard,positive
1975-05-27,61,last january 15 went senators representatives congress comprehensive plan make country independent foreign sources energy 1985,28,last januari 15 went senat repres congress comprehens plan make countri independ foreign sourc energi 1985,negative
1975-05-27,61,become increasingly mercy others fuel entire economy runs,18,becom increasingli merci other fuel entir economi run,negative
1975-05-27,61,united states dependent foreign sources 37 percent present petroleum needs,17,unit state depend foreign sourc 37 percent present petroleum need,negative
1975-05-27,61,ten years nothing importing half oil prices fixed othersif choose sell us,29,ten year noth import half oil price fix othersif choos sell us,negative
1975-05-27,61,twoandahalf years twice vulnerable foreign oil embargo two winters ago,20,twoandahalf year twice vulner foreign oil embargo two winter ago,negative
1975-05-27,61,paying 25 billion year foreign oil,12,pay 25 billion year foreign oil,negative
1975-05-27,61,program designed conserve energy time speeding development production new domestic energy,26,program design conserv energi time speed develop product new domest energi,positive
1975-05-27,61,although would increase cost energy new supplies fully tapped dollars would remain country would returned economy tax cuts rebates,34,although would increas cost energi new suppli fulli tap dollar would remain countri would return economi tax cut rebat,positive
1975-05-27,61,asked congress january enact urgent 10year program energy independence within 90 daysthat midapril,21,ask congress januari enact urgent 10year program energi independ within 90 daysthat midapril,neutral
1975-05-27,61,meantime get things going said would use standby presidential authority granted congress reduce use foreign petroleum raising import fees barrel crude oil 1 february 1 another dollar march 1 third april 1,53,meantim get thing go said would use standbi presidenti author grant congress reduc use foreign petroleum rais import fee barrel crude oil 1 februari 1 anoth dollar march 1 third april 1,negative
1975-05-27,61,meantime get things going said would use standby presidential authority granted congress reduce use foreign petroleum raising import fees barrel crude oil 1 february 1 another dollar march 1 third april 1,53,meantim get thing go said would use standbi presidenti author grant congress reduc use foreign petroleum rais import fee barrel crude oil 1 februari 1 anoth dollar march 1 third april 1,negative
1975-05-27,61,meantime get things going said would use standby presidential authority granted congress reduce use foreign petroleum raising import fees barrel crude oil 1 february 1 another dollar march 1 third april 1,53,meantim get thing go said would use standbi presidenti author grant congress reduc use foreign petroleum rais import fee barrel crude oil 1 februari 1 anoth dollar march 1 third april 1,negative
1975-05-27,61,meantime get things going said would use standby presidential authority granted congress reduce use foreign petroleum raising import fees barrel crude oil 1 february 1 another dollar march 1 third april 1,53,meantim get thing go said would use standbi presidenti author grant congress reduc use foreign petroleum rais import fee barrel crude oil 1 februari 1 anoth dollar march 1 third april 1,negative
1975-05-27,61,soon congress acted comprehensive energy program promised take import fees,18,soon congress act comprehens energi program promis take import fee,neutral
1975-05-27,61,imposed first dollar oil imports february 1 making appropriate exemptions hardship situations,16,impos first dollar oil import februari 1 make appropri exempt hardship situat,positive
1975-05-27,61,congress february energy,10,congress februari energi,neutral
1975-05-27,61,congress nothingnothing except rush legislation suspending 90 days authority impose import fees foreign oil,23,congress nothingnoth except rush legisl suspend 90 day author impos import fee foreign oil,negative
1975-05-27,61,end february democratic leaders house senate members concerned energy came white house,24,end februari democrat leader hous senat member concern energi came white hous,neutral
1975-05-27,61,gave pamphlet outlining energy goals similar mine promised come congressional energy program better mine end april,29,gave pamphlet outlin energi goal similar mine promis come congression energi program better mine end april,positive
1975-05-27,61,congress could come energy program said go ahead put,21,congress could come energi program said go ahead put,neutral
1975-05-27,61,vetoing bill restrict presidents authority agreed request 60day delay taking next step energy plan,28,veto bill restrict presid author agre request 60day delay take next step energi plan,neutral
1975-05-27,61,congress april energy,9,congress april energi,neutral
1975-05-27,61,fairness must say diligent efforts membersdemocrats well republicansto fashion meaningful energy legislation subcommittees committees,25,fair must say dilig effort membersdemocrat well republicansto fashion meaning energi legisl subcommitte committe,positive
1975-05-27,61,administration worked hard bring real energy independence bill vote,17,administr work hard bring real energi independ bill vote,negative
1975-05-27,61,end april deadline set congressional leaders deferred still another 30 days second 1 fee imported oil,27,end april deadlin set congression leader defer still anoth 30 day second 1 fee import oil,neutral
1975-05-27,61,congress done may energy,10,congress done may energi,neutral
1975-05-27,61,february march april mayas congress done nothing positive end energy dependence,17,februari march april maya congress done noth posit end energi depend,neutral
1975-05-27,61,contrary taken two negative actions first attempt prevent president anything second pass strip mining bill would reduce domestic coal production instead increasing put thousands people work needlessly increase cost energy consumers raise electric bills many compel us import foreign oil less,71,contrari taken two neg action first attempt prevent presid anyth second pass strip mine bill would reduc domest coal product instead increas put thousand peopl work needlessli increas cost energi consum rais electr bill mani compel us import foreign oil less,positive
1975-05-27,61,contrary taken two negative actions first attempt prevent president anything second pass strip mining bill would reduce domestic coal production instead increasing put thousands people work needlessly increase cost energy consumers raise electric bills many compel us import foreign oil less,71,contrari taken two neg action first attempt prevent presid anyth second pass strip mine bill would reduc domest coal product instead increas put thousand peopl work needlessli increas cost energi consum rais electr bill mani compel us import foreign oil less,positive
1975-05-27,61,forced veto antienergy bill last week responsible taking one step backward energy congress take one step forward energy,34,forc veto antienergi bill last week respons take one step backward energi congress take one step forward energi,neutral
1975-05-27,61,congress concentrated attention conservation measures higher gasoline tax,15,congress concentr attent conserv measur higher gasolin tax,positive
1975-05-27,61,congress concentrated attention conservation measures higher gasoline tax,15,congress concentr attent conserv measur higher gasolin tax,positive
1975-05-27,61,congress done little nothing stimulate production new energy sources home,17,congress done littl noth stimul product new energi sourc home,positive
1975-05-27,61,elk hills naval petroleum reserve california saw oil wells waiting produce 300000 barrels day congress would change law permit,29,elk hill naval petroleum reserv california saw oil well wait produc 300000 barrel day congress would chang law permit,neutral
1975-05-27,61,elk hills naval petroleum reserve california saw oil wells waiting produce 300000 barrels day congress would change law permit,29,elk hill naval petroleum reserv california saw oil well wait produc 300000 barrel day congress would chang law permit,neutral
1975-05-27,61,elk hills naval petroleum reserve california saw oil wells waiting produce 300000 barrels day congress would change law permit,29,elk hill naval petroleum reserv california saw oil well wait produc 300000 barrel day congress would chang law permit,neutral
1975-05-27,61,untold millions barrels alaskan petroleum reserves continental shelf,17,untold million barrel alaskan petroleum reserv continent shelf,neutral
1975-05-27,61,untold millions barrels alaskan petroleum reserves continental shelf,17,untold million barrel alaskan petroleum reserv continent shelf,neutral
1975-05-27,61,untold millions barrels alaskan petroleum reserves continental shelf,17,untold million barrel alaskan petroleum reserv continent shelf,neutral
1975-05-27,61,could save 300000 barrels day congress would allow electric powerplants substitute american coal foreign oil,23,could save 300000 barrel day congress would allow electr powerpl substitut american coal foreign oil,negative
1975-05-27,61,could save 300000 barrels day congress would allow electric powerplants substitute american coal foreign oil,23,could save 300000 barrel day congress would allow electr powerpl substitut american coal foreign oil,negative
1975-05-27,61,could save 300000 barrels day congress would allow electric powerplants substitute american coal foreign oil,23,could save 300000 barrel day congress would allow electr powerpl substitut american coal foreign oil,negative
1975-05-27,61,still congress nothing energy,7,still congress noth energi,neutral
1975-05-27,61,domestic oil production going,8,domest oil product go,neutral
1975-05-27,61,natural gas production starting dwindle,7,natur ga product start dwindl,neutral
1975-05-27,61,foreign oil suppliers considering another price increase,8,foreign oil supplier consid anoth price increas,negative
1975-05-27,61,country needs regain independence foreign sources energy sooner better,17,countri need regain independ foreign sourc energi sooner better,positive
1975-05-27,61,visible energy shortage could one overnight,13,visibl energi shortag could one overnight,neutral
1975-05-27,61,energy crisis may one next winter,14,energi crisi may one next winter,neutral
1975-05-27,61,energy problem grave problem one still manage solve successful internationally act decisively domestically,28,energi problem grave problem one still manag solv success intern act decis domest,positive
1975-05-27,61,first impose additional 1 import fee foreign crude oil 60 cents refined products effective june 1,22,first impos addit 1 import fee foreign crude oil 60 cent refin product effect june 1,negative
1975-05-27,61,first impose additional 1 import fee foreign crude oil 60 cents refined products effective june 1,22,first impos addit 1 import fee foreign crude oil 60 cent refin product effect june 1,negative
1975-05-27,61,higher fees discourage consumption imported fuel may generate constructive action congress comes back,21,higher fee discourag consumpt import fuel may gener construct action congress come back,positive
1975-05-27,61,second directed april 30 federal energy administration completed public hearings decontrol old domestic oil,21,second direct april 30 feder energi administr complet public hear decontrol old domest oil,positive
1975-05-27,61,two measures would prevent unfair gains oil companies decontrol prices furnish substantial incentive increase domestic energy production encourage conservation,25,two measur would prevent unfair gain oil compani decontrol price furnish substanti incent increas domest energi product encourag conserv,negative
1975-05-27,61,two measures would prevent unfair gains oil companies decontrol prices furnish substantial incentive increase domestic energy production encourage conservation,25,two measur would prevent unfair gain oil compani decontrol price furnish substanti incent increas domest energi product encourag conserv,negative
1975-05-27,61,talk energy talking jobs,10,talk energi talk job,neutral
1975-05-27,61,american economy runs energyno energy jobs,9,american economi run energyno energi job,neutral
1975-05-27,61,sudden fourfold increase foreign oil prices 1973 embargo helped throw us recession,19,sudden fourfold increas foreign oil price 1973 embargo help throw us recess,negative
1975-05-27,61,another oil embargo could throw us back,7,anoth oil embargo could throw us back,neutral
1975-05-27,61,continue press january program still total energy program,19,continu press januari program still total energi program,neutral
2018-02-23,6,applause ended war american energy,9,applaus end war american energi,neutral
2018-02-23,6,remember virtually soon got office approved keystone xl pipeline dakota access pipeline would never approved,28,rememb virtual soon got offic approv keyston xl pipelin dakota access pipelin would never approv,neutral
2018-02-23,6,audience usa usa usa president know basically said lot oil gas foundyou know technology amazingand found things never knew,34,audienc usa usa usa presid know basic said lot oil ga foundyou know technolog amazingand found thing never knew,neutral
2018-02-23,6,audience usa usa usa president know basically said lot oil gas foundyou know technology amazingand found things never knew,34,audienc usa usa usa presid know basic said lot oil ga foundyou know technolog amazingand found thing never knew,neutral
2018-02-23,6,massivejust top worldwe massive energy reserves,14,massivejust top worldw massiv energi reserv,positive
2018-02-23,6,never forget historic crowds voice energy profound faith preacher named billy graham,21,never forget histor crowd voic energi profound faith preacher name billi graham,positive
1975-01-15,65,depend others essential energy,7,depend other essenti energi,negative
1975-01-15,65,also concluded new spending programs initiated year except energy,17,also conclud new spend program initi year except energi,positive
1975-01-15,65,economic disruptions others experiencing stem part fact world price petroleum quadrupled last year,25,econom disrupt other experienc stem part fact world price petroleum quadrupl last year,negative
1975-01-15,65,honesty cannot put blame oilexporting nations,15,honesti cannot put blame oilexport nation,neutral
1975-01-15,65,1960s country surplus capacity crude oil able make available trading partners whenever disruption supply,30,1960 countri surplu capac crude oil abl make avail trade partner whenev disrupt suppli,negative
1975-01-15,65,1960s country surplus capacity crude oil able make available trading partners whenever disruption supply,30,1960 countri surplu capac crude oil abl make avail trade partner whenev disrupt suppli,negative
1975-01-15,65,surplus capacity enabled us influence supplies prices crude oil throughout world,17,surplu capac enabl us influenc suppli price crude oil throughout world,negative
1975-01-15,65,surplus capacity enabled us influence supplies prices crude oil throughout world,17,surplu capac enabl us influenc suppli price crude oil throughout world,negative
1975-01-15,65,excess capacity neutralized effort establishing effective cartel thus rest world assured adequate supplies oil reasonable prices,28,excess capac neutral effort establish effect cartel thu rest world assur adequ suppli oil reason price,neutral
1975-01-15,65,1970 surplus capacity vanished consequence latent power oil cartel could emerge full force,23,1970 surplu capac vanish consequ latent power oil cartel could emerg full forc,positive
1975-01-15,65,europe japan heavily dependent imported oil struggle keep economies balance,17,europ japan heavili depend import oil struggl keep economi balanc,neutral
1975-01-15,65,proposing program begin restore countrys surplus capacity total energy,17,propos program begin restor countri surplu capac total energi,neutral
1975-01-15,65,way able assure reliable adequate energy help foster new world energy stability major consuming nations,27,way abl assur reliabl adequ energi help foster new world energi stabil major consum nation,positive
1975-01-15,65,nation fact world must face prospect energy difficulties 1985,19,nation fact world must face prospect energi difficulti 1985,neutral
1975-01-15,65,program impose burdens us aim reducing consumption energy increasing production,22,program impos burden us aim reduc consumpt energi increas product,neutral
1975-01-15,65,recommending plan make us invulnerable cutoffs foreign oil,14,recommend plan make us invulner cutoff foreign oil,negative
1975-01-15,65,set following national energy goals assure future secure productive past first must reduce oil imports one million barrels per day end year two million barrels per day end 1977,52,set follow nation energi goal assur futur secur product past first must reduc oil import one million barrel per day end year two million barrel per day end 1977,neutral
1975-01-15,65,set following national energy goals assure future secure productive past first must reduce oil imports one million barrels per day end year two million barrels per day end 1977,52,set follow nation energi goal assur futur secur product past first must reduc oil import one million barrel per day end year two million barrel per day end 1977,neutral
1975-01-15,65,set following national energy goals assure future secure productive past first must reduce oil imports one million barrels per day end year two million barrels per day end 1977,52,set follow nation energi goal assur futur secur product past first must reduc oil import one million barrel per day end year two million barrel per day end 1977,neutral
1975-01-15,65,set following national energy goals assure future secure productive past first must reduce oil imports one million barrels per day end year two million barrels per day end 1977,52,set follow nation energi goal assur futur secur product past first must reduc oil import one million barrel per day end year two million barrel per day end 1977,neutral
1975-01-15,65,third must develop energy technology resources united states ability supply significant share energy needs free world end century,36,third must develop energi technolog resourc unit state abil suppli signific share energi need free world end centuri,positive
1975-01-15,65,therefore using presidential powers raise fee imported crude oil petroleum products,18,therefor use presidenti power rais fee import crude oil petroleum product,negative
1975-01-15,65,therefore using presidential powers raise fee imported crude oil petroleum products,18,therefor use presidenti power rais fee import crude oil petroleum product,negative
1975-01-15,65,therefore using presidential powers raise fee imported crude oil petroleum products,18,therefor use presidenti power rais fee import crude oil petroleum product,negative
1975-01-15,65,crude oil fee level increased 1 per barrel february 1 2 per barrel march 1 3 per barrel april 1,29,crude oil fee level increas 1 per barrel februari 1 2 per barrel march 1 3 per barrel april 1,negative
1975-01-15,65,crude oil fee level increased 1 per barrel february 1 2 per barrel march 1 3 per barrel april 1,29,crude oil fee level increas 1 per barrel februari 1 2 per barrel march 1 3 per barrel april 1,negative
1975-01-15,65,crude oil fee level increased 1 per barrel february 1 2 per barrel march 1 3 per barrel april 1,29,crude oil fee level increas 1 per barrel februari 1 2 per barrel march 1 3 per barrel april 1,negative
1975-01-15,65,end requesting congress act within 90 days comprehensive energy tax program,20,end request congress act within 90 day comprehens energi tax program,neutral
1975-01-15,65,includes excise taxes import fees totaling 2 per barrel product imports crude oil deregulation new natural gas enactment natural gas excise tax,32,includ excis tax import fee total 2 per barrel product import crude oil deregul new natur ga enact natur ga excis tax,negative
1975-01-15,65,includes excise taxes import fees totaling 2 per barrel product imports crude oil deregulation new natural gas enactment natural gas excise tax,32,includ excis tax import fee total 2 per barrel product import crude oil deregul new natur ga enact natur ga excis tax,negative
1975-01-15,65,includes excise taxes import fees totaling 2 per barrel product imports crude oil deregulation new natural gas enactment natural gas excise tax,32,includ excis tax import fee total 2 per barrel product import crude oil deregul new natur ga enact natur ga excis tax,negative
1975-01-15,65,includes excise taxes import fees totaling 2 per barrel product imports crude oil deregulation new natural gas enactment natural gas excise tax,32,includ excis tax import fee total 2 per barrel product import crude oil deregul new natur ga enact natur ga excis tax,negative
1975-01-15,65,plan take presidential initiative decontrol price domestic crude oil april 1,17,plan take presidenti initi decontrol price domest crude oil april 1,negative
1975-01-15,65,plan take presidential initiative decontrol price domestic crude oil april 1,17,plan take presidenti initi decontrol price domest crude oil april 1,negative
1975-01-15,65,urge congress enact windfall profits tax date ensure oil producers profit unduly,22,urg congress enact windfal profit tax date ensur oil produc profit unduli,neutral
1975-01-15,65,sooner congress acts effective oil conservation program quicker federal revenues returned people,25,sooner congress act effect oil conserv program quicker feder revenu return peopl,neutral
1975-01-15,65,want know deciding energy conservation program considered rationing higher gasoline taxes alternatives,22,want know decid energi conserv program consid ration higher gasolin tax altern,positive
1975-01-15,65,want know deciding energy conservation program considered rationing higher gasoline taxes alternatives,22,want know decid energi conserv program consid ration higher gasolin tax altern,positive
1975-01-15,65,want know deciding energy conservation program considered rationing higher gasoline taxes alternatives,22,want know decid energi conserv program consid ration higher gasolin tax altern,positive
1975-01-15,65,massive program must initiated increase energy supply cut demand provide new standby emergency programs achieve independence want 1985,27,massiv program must initi increas energi suppli cut demand provid new standbi emerg program achiev independ want 1985,positive
